Ranking,Código do Município,Nome do Município,UF,População
1831,"2901601","Antas"," Bahia",19659
1832,"1200336","Mâncio Lima"," Acre",19643
1833,"1303502","Pauini"," Amazonas",19616
1834,"2107407","Olho d'Água das Cunhãs"," Maranhão",19616
1835,"2932457","Umburanas"," Bahia",19573
1836,"2313351","Tejuçuoca"," Ceará",19551
1837,"2102507","Cajari"," Maranhão",19521
1838,"4212205","Papanduva"," Santa Catarina",19521
1839,"3529906","Miracatu"," São Paulo",19511
1840,"2511905","Pitimbu"," Paraíba",19478
1841,"4101002","Ampére"," Paraná",19466
1842,"4218301","Três Barras"," Santa Catarina",19455
1843,"3539103","Pirapora do Bom Jesus"," São Paulo",19453
1844,"4309605","Horizontina"," Rio Grande do Sul",19446
1845,"4126306","Sengés"," Paraná",19441
1846,"2104099","Formosa da Serra Negra"," Maranhão",19425
1847,"3204351","Rio Bananal"," Espírito Santo",19398
1848,"4121208","Quitandinha"," Paraná",19388
1849,"4128500","Wenceslau Braz"," Paraná",19358
1850,"1508050","Trairão"," Pará",19344
1851,"2304301","Farias Brito"," Ceará",19330
1852,"2932804","Utinga"," Bahia",19330
1853,"5204409","Caiapônia"," Goiás",19304
1854,"3170909","Varzelândia"," Minas Gerais",19290
1855,"3100906","Águas Formosas"," Minas Gerais",19285
1856,"2606507","Iati"," Pernambuco",19284
1857,"1400175","Cantá"," Roraima",19257
1858,"1100080","Costa Marques"," Rondônia",19255
1859,"2107902","Passagem Franca"," Maranhão",19253
1860,"3104908","Baependi"," Minas Gerais",19249
1861,"2605152","Dormentes"," Pernambuco",19246
1862,"3518503","Guareí"," São Paulo",19244
1863,"4206900","Ibirama"," Santa Catarina",19238
1864,"2205201","Jaicós"," Piauí",19233
1865,"2916005","Itanhém"," Bahia",19231
1866,"2614006","Serrita"," Pernambuco",19226
1867,"2109270","Presidente Sarney"," Maranhão",19217
1868,"4211751","Otacílio Costa"," Santa Catarina",19201
1869,"4104501","Capanema"," Paraná",19172
1870,"2917805","Jaguaripe"," Bahia",19162
1871,"3301207","Carmo"," Rio de Janeiro",19161
1872,"4311205","Júlio de Castilhos"," Rio Grande do Sul",19159
1873,"5003801","Fátima do Sul"," Mato Grosso do Sul",19152
1874,"1200807","Porto Acre"," Acre",19141
1875,"3556800","Viradouro"," São Paulo",19133
1876,"3140902","Matipó"," Minas Gerais",19098
1877,"2917201","Ituaçu"," Bahia",19095
1878,"2111607","São Raimundo das Mangabeiras"," Maranhão",19090
1879,"4105409","Chopinzinho"," Paraná",19083
1880,"4106209","Contenda"," Paraná",19082
1881,"2501302","Aroeiras"," Paraíba",19081
1882,"3304102","Porciúncula"," Rio de Janeiro",19068
1883,"2803302","Japaratuba"," Sergipe",19067
1884,"1507979","Terra Santa"," Pará",19063
1885,"2919702","Macarani"," Bahia",19056
1886,"1304237","Tonantins"," Amazonas",19038
1887,"2603504","Camocim de São Félix"," Pernambuco",19032
1888,"3508702","Caconde"," São Paulo",19031
1889,"2504405","Conceição"," Paraíba",19030
1890,"2101509","Barão de Grajaú"," Maranhão",19026
1891,"3124005","Ervália"," Minas Gerais",19019
1892,"3128303","Guaranésia"," Minas Gerais",19014
1893,"2904852","Cabaceiras do Paraguaçu"," Bahia",19010
1894,"1200252","Epitaciolândia"," Acre",18979
1895,"2507101","Itapororoca"," Paraíba",18978
1896,"3203502","Montanha"," Espírito Santo",18954
1897,"3531506","Monte Azul Paulista"," São Paulo",18928
1898,"3131158","Ipaba"," Minas Gerais",18926
1899,"4101200","Antonina"," Paraná",18919
1900,"3500501","Águas de Lindóia"," São Paulo",18908
1901,"3501152","Alumínio"," São Paulo",18903
1902,"2806008","Ribeirópolis"," Sergipe",18891
1903,"1702554","Augustinópolis"," Tocantins",18870
1904,"3127008","Fronteira"," Minas Gerais",18866
1905,"3532405","Nazaré Paulista"," São Paulo",18866
1906,"2512002","Pocinhos"," Paraíba",18848
1907,"2616001","Venturosa"," Pernambuco",18835
1908,"2908101","Cocos"," Bahia",18835
1909,"2800506","Areia Branca"," Sergipe",18825
1910,"4205803","Garuva"," Santa Catarina",18816
1911,"2108801","Pirapemas"," Maranhão",18814
1912,"5107107","São José dos Quatro Marcos"," Mato Grosso",18788
1913,"2929255","São Gabriel"," Bahia",18785
1914,"4103453","Cafelândia"," Paraná",18783
1915,"4106803","Cruz Machado"," Paraná",18772
1916,"2110401","São Benedito do Rio Preto"," Maranhão",18769
1917,"2111078","São João do Soter"," Maranhão",18746
1918,"2104552","Governador Edison Lobão"," Maranhão",18740
1919,"2511400","Picuí"," Paraíba",18737
1920,"2101301","Bacuri"," Maranhão",18726
1921,"2303303","Cariús"," Ceará",18700
1922,"3159902","Santo Antônio do Amparo"," Minas Gerais",18697
1923,"2804409","Neópolis"," Sergipe",18688
1924,"3302809","Mendes"," Rio de Janeiro",18681
1925,"3304409","Rio Claro"," Rio de Janeiro",18677
1926,"2905404","Cairu"," Bahia",18666
1927,"2932200","Ubaitaba"," Bahia",18647
1928,"3526100","Juquiá"," São Paulo",18627
1929,"3523602","Itirapina"," São Paulo",18610
1930,"2921401","Mirangaba"," Bahia",18603
1931,"3512001","Colina"," São Paulo",18601
1932,"2111409","São Luís Gonzaga do Maranhão"," Maranhão",18600
1933,"3511607","Cesário Lange"," São Paulo",18595
1934,"2905305","Cafarnaum"," Bahia",18585
1935,"5005681","Mundo Novo"," Mato Grosso do Sul",18578
1936,"4217808","Taió"," Santa Catarina",18576
1937,"3139201","Malacacheta"," Minas Gerais",18556
1938,"2920106","Mairi"," Bahia",18535
1939,"2313955","Varjota"," Ceará",18520
1940,"3113701","Carlos Chagas"," Minas Gerais",18516
1941,"2208205","Pio IX"," Piauí",18492
1942,"2903805","Boa Vista do Tupim"," Bahia",18491
1943,"1400308","Mucajaí"," Roraima",18482
1944,"2303105","Cariré"," Ceará",18470
1945,"2700706","Batalha"," Alagoas",18440
1946,"2608453","Lagoa do Carro"," Pernambuco",18429
1947,"2507705","Juazeirinho"," Paraíba",18422
1948,"2912400","Ibipeba"," Bahia",18421
1949,"3530201","Mirante do Paranapanema"," São Paulo",18415
1950,"2703304","Inhapi"," Alagoas",18398
1951,"2313005","Solonópole"," Ceará",18389
1952,"5107065","Querência"," Mato Grosso",18386
1953,"1708205","Formoso do Araguaia"," Tocantins",18358
1954,"2802809","Indiaroba"," Sergipe",18337
1955,"2406106","Jucurutu"," Rio Grande do Norte",18335
1956,"2604700","Correntes"," Pernambuco",18327
1957,"2801009","Campo do Brito"," Sergipe",18325
1958,"2301851","Banabuiú"," Ceará",18313
1959,"2702553","Estrela de Alagoas"," Alagoas",18304
1960,"3535606","Paraibuna"," São Paulo",18302
1961,"1302801","Maraã"," Amazonas",18298
1962,"3138807","Luz"," Minas Gerais",18297
1963,"2311702","Reriutaba"," Ceará",18279
1964,"3137007","Ladainha"," Minas Gerais",18272
1965,"3305406","Sapucaia"," Rio de Janeiro",18270
1966,"2904704","Buerarema"," Bahia",18269
1967,"4115606","Matelândia"," Paraná",18266
1968,"5212204","Jussara"," Goiás",18266
1969,"2111805","Sítio Novo"," Maranhão",18237
1970,"1600709","Tartarugalzinho"," Amapá",18217
1971,"1506161","Rio Maria"," Pará",18208
1972,"1507102","São Caetano de Odivelas"," Pará",18207
1973,"2304236","Croatá"," Ceará",18201
1974,"2705200","Messias"," Alagoas",18201
1975,"4301305","Arroio Grande"," Rio Grande do Sul",18185
1976,"2506806","Ingá"," Paraíba",18184
1977,"2801702","Cristinápolis"," Sergipe",18181
1978,"3132107","Itacarambi"," Minas Gerais",18175
1979,"3137502","Lagoa Formosa"," Minas Gerais",18168
1980,"1100254","Presidente Médici"," Rondônia",18165
1981,"2613800","São Vicente Férrer"," Pernambuco",18150
1982,"3512308","Conchas"," São Paulo",18138
1983,"2306702","Jaguaretama"," Ceará",18133
1984,"2932507","Una"," Bahia",18108
1985,"3514908","Elias Fausto"," São Paulo",18095
1986,"4211207","Morro da Fumaça"," Santa Catarina",18095
1987,"4318101","São Francisco de Assis"," Rio Grande do Sul",18081
1988,"1505403","Ourém"," Pará",18079
1989,"4320404","Serafina Corrêa"," Rio Grande do Sul",18074
1990,"3139300","Manga"," Minas Gerais",18051
1991,"2500700","São João do Rio do Peixe"," Paraíba",18020
1992,"4200101","Abelardo Luz"," Santa Catarina",18015
1993,"3504602","Bady Bassitt"," São Paulo",18013
1994,"3155801","Rio Pomba"," Minas Gerais",18007
1995,"2208809","Regeneração"," Piauí",17979
1996,"4214003","Presidente Getúlio"," Santa Catarina",17973
1997,"4213708","Pouso Redondo"," Santa Catarina",17965
1998,"2104404","Gonçalves Dias"," Maranhão",17953
1999,"1501451","Belterra"," Pará",17944
2000,"2502508","Boqueirão"," Paraíba",17934
2001,"3508801","Cafelândia"," São Paulo",17917
2002,"3524600","Jacupiranga"," São Paulo",17911
2003,"5217708","Pontalina"," Goiás",17899
2004,"4312658","Não-Me-Toque"," Rio Grande do Sul",17886
2005,"4105201","Cerro Azul"," Paraná",17884
2006,"2706802","Piaçabuçu"," Alagoas",17868
2007,"2412609","São Paulo do Potengi"," Rio Grande do Norte",17858
2008,"3104502","Arinos"," Minas Gerais",17850
2009,"2901908","Aporá"," Bahia",17840
2010,"2302909","Capistrano"," Ceará",17830
2011,"3551900","Severínia"," São Paulo",17820
2012,"2104206","Fortuna"," Maranhão",17812
2013,"2910750","Fátima"," Bahia",17801
2014,"1502772","Curionópolis"," Pará",17764
2015,"2303402","Carnaubal"," Ceará",17763
2016,"3523305","Itariri"," São Paulo",17754
2017,"3115102","Cássia"," Minas Gerais",17741
2018,"2501906","Belém"," Paraíba",17733
2019,"2312106","Santana do Cariri"," Ceará",17726
2020,"2701605","Canapi"," Alagoas",17715
2021,"2704104","Lagoa da Canoa"," Alagoas",17692
2022,"3540804","Potirendaba"," São Paulo",17668
2023,"3150802","Piranga"," Minas Gerais",17641
2024,"1713205","Miracema do Tocantins"," Tocantins",17628
2025,"1600154","Pedra Branca do Amapari"," Amapá",17625
2026,"2210409","São Miguel do Tapuio"," Piauí",17617
2027,"3108008","Bom Sucesso"," Minas Gerais",17612
2028,"4217501","Seara"," Santa Catarina",17610
2029,"2200509","Amarante"," Piauí",17609
2030,"2504900","Cruz do Espírito Santo"," Paraíba",17599
2031,"2300408","Aiuaba"," Ceará",17584
2032,"2100832","Apicum-Açu"," Maranhão",17582
2033,"2923357","Ourolândia"," Bahia",17567
2034,"4127403","Terra Roxa"," Paraná",17562
2035,"5106372","Pedra Preta"," Mato Grosso",17547
2036,"3511706","Charqueada"," São Paulo",17539
2037,"3148608","Peçanha"," Minas Gerais",17534
2038,"2200202","Água Branca"," Piauí",17525
2039,"3144706","Nova Era"," Minas Gerais",17524
2040,"2931053","Tanque Novo"," Bahia",17518
2041,"2700201","Anadia"," Alagoas",17507
2042,"3170529","Urucuia"," Minas Gerais",17470
2043,"5006903","Porto Murtinho"," Mato Grosso do Sul",17460
2044,"2101251","Bacabeira"," Maranhão",17446
2045,"3117504","Conceição do Mato Dentro"," Minas Gerais",17438
2046,"2929602","Sapeaçu"," Bahia",17421
2047,"5207907","Flores de Goiás"," Goiás",17415
2048,"3508108","Buritama"," São Paulo",17414
2049,"3521705","Itaberá"," São Paulo",17405
2050,"2907905","Cipó"," Bahia",17402
2051,"3154309","Resplendor"," Minas Gerais",17396
2052,"4107603","Faxinal"," Paraná",17379
2053,"3538105","Pindorama"," São Paulo",17378
2054,"3545001","Salesópolis"," São Paulo",17363
2055,"4321105","Tapes"," Rio Grande do Sul",17363
2056,"2929701","Sátiro Dias"," Bahia",17330
2057,"4210605","Massaranduba"," Santa Catarina",17330
2058,"2804003","Maruim"," Sergipe",17328
2059,"2108900","Poção de Pedras"," Maranhão",17321
2060,"2106631","Matões do Norte"," Maranhão",17316
2061,"2608008","Jataúba"," Pernambuco",17305
2062,"4127205","Terra Boa"," Paraná",17304
2063,"3161007","São Domingos do Prata"," Minas Gerais",17296
2064,"4127601","Tijucas do Sul"," Paraná",17295
2065,"2907608","Central"," Bahia",17293
2066,"2308609","Monsenhor Tabosa"," Ceará",17264
2067,"3528007","Macatuba"," São Paulo",17263
2068,"2930303","Serra Dourada"," Bahia",17261
2069,"1501576","Bom Jesus do Tocantins"," Pará",17254
2070,"2801504","Carmópolis"," Sergipe",17232
2071,"2310902","Piquet Carneiro"," Ceará",17210
2072,"2900355","Adustina"," Bahia",17209
2073,"1301654","Guajará"," Amazonas",17193
2074,"5107800","Santo Antônio de Leverger"," Mato Grosso",17188
2075,"3203700","Muniz Freire"," Espírito Santo",17176
2076,"2503506","Cacimba de Dentro"," Paraíba",17169
2077,"4106308","Corbélia"," Paraná",17162
2078,"3203346","Marechal Floriano"," Espírito Santo",17141
2079,"4208401","Itapiranga"," Santa Catarina",17139
2080,"5206404","Crixás"," Goiás",17136
2081,"4323804","Xangri-lá"," Rio Grande do Sul",17126
2082,"2105476","Jenipapo dos Vieiras"," Maranhão",17123
2083,"2106409","Mata Roma"," Maranhão",17122
2084,"2930808","Souto Soares"," Bahia",17118
2085,"2908705","Condeúba"," Bahia",17113
2086,"2516300","Sumé"," Paraíba",17096
2087,"2900405","Água Fria"," Bahia",17096
2088,"2908309","Conceição do Almeida"," Bahia",17087
2089,"5101258","Araputanga"," Mato Grosso",17078
2090,"2607802","Itaquitinga"," Pernambuco",17056
2091,"4127304","Terra Rica"," Paraná",17054
2092,"2913101","Ibititá"," Bahia",17048
2093,"1504976","Nova Ipixuna"," Pará",17027
2094,"5105606","Matupá"," Mato Grosso",17017
2095,"2903508","Belo Campo"," Bahia",17013
2096,"4215505","Santa Cecília"," Santa Catarina",17004
2097,"2904050","Bonito"," Bahia",16999
2098,"5107701","Rosário Oeste"," Mato Grosso",16999
2099,"4121406","Realeza"," Paraná",16976
2100,"2104008","Esperantinópolis"," Maranhão",16971
2101,"1720903","Taguatinga"," Tocantins",16966
2102,"4204251","Cocal do Sul"," Santa Catarina",16956
2103,"3108552","Brasilândia de Minas"," Minas Gerais",16950
2104,"2931301","Tapiramutá"," Bahia",16939
2105,"3145109","Nova Resende"," Minas Gerais",16937
2106,"2701704","Capela"," Alagoas",16907
2107,"3151701","Poço Fundo"," Minas Gerais",16900
2108,"4305454","Cidreira"," Rio Grande do Sul",16897
2109,"3517604","Guapiara"," São Paulo",16896
2110,"1304104","Tapauá"," Amazonas",16876
2111,"3537008","Pedregulho"," São Paulo",16876
2112,"2920205","Malhada"," Bahia",16875
2113,"3300936","Carapebus"," Rio de Janeiro",16859
2114,"2500809","Araçagi"," Paraíba",16857
2115,"3110905","Campanha"," Minas Gerais",16855
2116,"2924306","Piatã"," Bahia",16854
2117,"2906824","Canudos"," Bahia",16832
2118,"5105176","Juruena"," Mato Grosso",16811
2119,"3521309","Ipuã"," São Paulo",16794
2120,"3552700","Tabatinga"," São Paulo",16787
2121,"2304459","Fortim"," Ceará",16776
2122,"3203130","João Neiva"," Espírito Santo",16774
2123,"1501600","Bonito"," Pará",16769
2124,"3169000","Tocantins"," Minas Gerais",16769
2125,"2106375","Maranhãozinho"," Maranhão",16754
2126,"3138609","Lima Duarte"," Minas Gerais",16749
2127,"2311959","Salitre"," Ceará",16714
2128,"2924207","Pedro Alexandre"," Bahia",16698
2129,"3152402","Poté"," Minas Gerais",16675
2130,"2932606","Urandi"," Bahia",16672
2131,"2313559","Tururu"," Ceará",16588
2132,"2102077","Bom Lugar"," Maranhão",16578
2133,"1600808","Vitória do Jari"," Amapá",16572
2134,"4114401","Mangueirinha"," Paraná",16572
2135,"2103554","Conceição do Lago Açu"," Maranhão",16559
2136,"2609105","Machados"," Pernambuco",16549
2137,"5204300","Caçu"," Goiás",16525
2138,"3153905","Raposos"," Minas Gerais",16501
2139,"4116208","Morretes"," Paraná",16485
2140,"2922706","Nova Canaã"," Bahia",16482
2141,"4126801","Tapejara"," Paraná",16480
2142,"3149804","Perdizes"," Minas Gerais",16469
2143,"2913002","Ibitiara"," Bahia",16463
2144,"4126504","Sertanópolis"," Paraná",16456
2145,"3147600","Passa Quatro"," Minas Gerais",16439
2146,"1501006","Aveiro"," Pará",16421
2147,"5105507","Vila Bela da Santíssima Trindade"," Mato Grosso",16412
2148,"4102901","Bituruna"," Paraná",16411
2149,"1301605","Fonte Boa"," Amazonas",16409
2150,"1300029","Alvarães"," Amazonas",16396
2151,"3157906","Santa Margarida"," Minas Gerais",16393
2152,"4316600","Sananduva"," Rio Grande do Sul",16382
2153,"2105906","Lago Verde"," Maranhão",16369
2154,"2310803","Pereiro"," Ceará",16356
2155,"2608701","Lagoa dos Gatos"," Pernambuco",16345
2156,"4105706","Clevelândia"," Paraná",16344
2157,"4300109","Agudo"," Rio Grande do Sul",16344
2158,"2910859","Filadélfia"," Bahia",16314
2159,"2924504","Pindaí"," Bahia",16308
2160,"4204509","Corupá"," Santa Catarina",16300
2161,"2108058","Paulino Neves"," Maranhão",16295
2162,"3112604","Capinópolis"," Minas Gerais",16294
2163,"3133758","Itaú de Minas"," Minas Gerais",16286
2164,"1504752","Mojuí dos Campos"," Pará",16282
2165,"3507407","Borborema"," São Paulo",16278
2166,"5004304","Iguatemi"," Mato Grosso do Sul",16273
2167,"2912301","Ibicuí"," Bahia",16262
2168,"2404507","Guamaré"," Rio Grande do Norte",16261
2169,"2612901","São Benedito do Sul"," Pernambuco",16239
2170,"2105609","Joselândia"," Maranhão",16228
2171,"2903276","Barrocas"," Bahia",16225
2172,"5102603","Campinápolis"," Mato Grosso",16223
2173,"3501004","Altinópolis"," São Paulo",16221
2174,"2110278","Santo Amaro do Maranhão"," Maranhão",16219
2175,"2700508","Barra de Santo Antônio"," Alagoas",16201
2176,"2915007","Itaetê"," Bahia",16164
2177,"1101401","Monte Negro"," Rondônia",16158
2178,"2105351","Itaipava do Grajaú"," Maranhão",16158
2179,"4308904","Getúlio Vargas"," Rio Grande do Sul",16158
2180,"2511301","Piancó"," Paraíba",16147
2181,"4212106","Palmitos"," Santa Catarina",16144
2182,"2908002","Coaraci"," Bahia",16128
2183,"3549953","São Lourenço da Serra"," São Paulo",16127
2184,"4104428","Candói"," Paraná",16126
2185,"2311355","Quixelô"," Ceará",16116
2186,"3515400","Fartura"," São Paulo",16102
2187,"4319406","São Pedro do Sul"," Rio Grande do Sul",16100
2188,"1100056","Cerejeiras"," Rondônia",16088
2189,"2901155","América Dourada"," Bahia",16086
2190,"2300705","Alto Santo"," Ceará",16077
2191,"5214002","Mozarlândia"," Goiás",16077
2192,"2100808","Anapurus"," Maranhão",16054
2193,"5106158","Nova Bandeirantes"," Mato Grosso",16052
2194,"2927309","Salinas da Margarida"," Bahia",16047
2195,"3145000","Nova Ponte"," Minas Gerais",16046
2196,"5000203","Água Clara"," Mato Grosso do Sul",16025
2197,"2414001","Tangará"," Rio Grande do Norte",16008
2198,"1304302","Urucará"," Amazonas",16007
2199,"2608206","Joaquim Nabuco"," Pernambuco",15999
2200,"2931806","Tremedal"," Bahia",15996
2201,"2903607","Biritinga"," Bahia",15989
2202,"3543006","Ribeirão Branco"," São Paulo",15984
2203,"1300904","Canutama"," Amazonas",15981
